,COLLECTTIME,ENODEBID,CELLID,CELLNAME,ERAB_SR,ERAB_DR,X2_HOSR,IRAT_HOSR,IntraFreq_HOSR,DL_Thr_Mbps,UL_Thr_Mbps,PS_DL_Traf_MB,MS-BS_Distance,ERAB_DR_Usr
4074,2021-08-26,14734,33,MARCE734_L03C,1.0,0.09,98.0,100.0,98.18,6.13,2.67,68375.2,0.96,0.25
4075,2021-08-26,14734,41,MARCE734_L07A,1.0,0.03,98.05,93.35,98.41,24.39,3.23,197495.87,1.69,0.39
4076,2021-08-26,14734,42,MARCE734_L07B,1.0,0.0,95.75,95.45,98.43,46.3,4.67,36246.26,0.53,0.12
4077,2021-08-26,14734,43,MARCE734_L07C,1.0,0.03,94.52,97.91,98.4,10.07,3.21,98973.51,0.92,0.15
4078,2021-08-26,14736,21,MARCE736_L01A,1.0,0.17,92.7,100.0,93.36,2.36,3.48,55001.66,0.84,0.36
4079,2021-08-26,14736,22,MARCE736_L01B,1.0,0.09,96.18,88.89,96.55,15.05,9.57,21765.71,0.52,0.31
4080,2021-08-26,14736,23,MARCE736_L01C,1.0,0.1,94.59,100.0,97.78,19.18,4.0,24412.01,0.79,0.34
4081,2021-08-26,14736,31,MARCE736_L03A,1.0,0.25,97.25,95.24,97.96,5.92,3.68,74488.84,0.75,0.98
4082,2021-08-26,14736,32,MARCE736_L03B,1.0,0.13,96.96,100.0,98.07,15.58,4.92,36507.78,0.53,0.34
4083,2021-08-26,14736,33,MARCE736_L03C,1.0,0.07,95.84,100.0,98.66,18.14,3.34,41076.95,0.64,0.21
4084,2021-08-26,14736,41,MARCE736_L07A,1.0,0.02,97.51,96.26,98.65,12.7,3.47,160361.25,0.71,0.28
4085,2021-08-26,14736,42,MARCE736_L07B,1.0,0.14,95.95,87.04,98.93,14.63,4.61,121250.4,1.38,0.4
4086,2021-08-26,14736,43,MARCE736_L07C,1.0,0.04,96.76,98.85,99.58,17.1,3.63,117099.54,0.58,0.13
4087,2021-08-26,14737,21,MARCE737_L01A,1.0,0.19,20.0,97.54,95.73,2.99,2.87,46957.18,0.74,0.2
4088,2021-08-26,14737,22,MARCE737_L01B,1.0,0.13,63.16,100.0,95.83,3.07,3.62,93247.38,1.39,0.19
4089,2021-08-26,14737,23,MARCE737_L01C,1.0,0.12,42.86,98.77,95.22,2.21,2.72,41131.12,0.67,0.26
4090,2021-08-26,14737,31,MARCE737_L03A,1.0,0.14,38.34,98.55,71.61,5.81,2.97,31210.9,0.62,0.26
4091,2021-08-26,14737,32,MARCE737_L03B,1.0,0.12,50.0,96.49,87.55,5.85,3.41,80603.95,0.62,0.13
4092,2021-08-26,14737,33,MARCE737_L03C,1.0,0.17,26.67,100.0,85.08,5.98,2.6,17544.21,0.53,0.3
4093,2021-08-26,14737,41,MARCE737_L07A,1.0,0.01,48.68,98.14,99.35,11.99,4.76,100860.57,0.55,0.06
4094,2021-08-26,14737,42,MARCE737_L07B,1.0,0.01,66.8,96.36,98.38,12.56,4.19,96258.54,0.53,0.07
4095,2021-08-26,14737,43,MARCE737_L07C,1.0,0.03,60.63,99.63,98.41,8.57,3.7,72522.76,0.5,0.28
4096,2021-08-26,14739,21,MARCE739_L01A,1.0,0.33,94.52,99.06,99.16,7.06,2.88,11323.65,0.61,0.38
4097,2021-08-26,14739,22,MARCE739_L01B,1.0,0.18,95.19,99.59,98.67,12.01,3.9,22240.68,0.44,0.77
4098,2021-08-26,14739,23,MARCE739_L01C,1.0,0.08,97.76,97.45,97.88,5.7,3.27,53408.82,0.82,0.36
4099,2021-08-26,14739,31,MARCE739_L03A,1.0,0.27,90.09,97.1,93.62,4.29,2.61,70605.0,1.82,0.6
4100,2021-08-26,14739,32,MARCE739_L03B,1.0,0.22,93.21,98.81,96.55,7.23,3.17,57854.6,0.74,0.73
4101,2021-08-26,14739,33,MARCE739_L03C,1.0,0.09,93.24,100.0,92.94,4.79,3.0,89110.21,1.55,0.24
4102,2021-08-26,14739,41,MARCE739_L07A,1.0,0.13,97.72,98.47,98.81,43.04,2.34,56709.5,1.1,0.51
4103,2021-08-26,14739,42,MARCE739_L07B,1.0,0.03,98.15,99.67,98.6,52.42,4.94,97233.06,0.37,0.12
4104,2021-08-26,14739,43,MARCE739_L07C,1.0,0.04,97.58,96.44,97.82,18.97,3.64,55533.31,1.4,0.36
4105,2021-08-26,14740,21,MARCE740_L01A,1.0,0.16,96.54,96.88,98.42,1.91,4.46,40946.62,1.07,0.36
4106,2021-08-26,14740,22,MARCE740_L01B,1.0,0.07,93.2,100.0,96.53,5.57,4.77,39013.31,0.79,0.33
4107,2021-08-26,14740,23,MARCE740_L01C,1.0,0.14,92.67,97.56,98.3,3.05,6.76,14167.09,1.01,0.29
4108,2021-08-26,14740,31,MARCE740_L03A,1.0,0.12,92.52,100.0,97.59,2.53,4.0,61286.37,1.0,0.31
4109,2021-08-26,14740,32,MARCE740_L03B,1.0,0.04,98.29,100.0,98.6,7.3,4.22,50233.84,0.65,0.5
4110,2021-08-26,14740,33,MARCE740_L03C,1.0,0.05,98.17,,98.62,9.7,6.79,5609.12,0.69,0.71
4111,2021-08-26,14740,41,MARCE740_L07A,1.0,0.02,98.39,96.09,98.74,6.94,4.41,126456.71,0.74,0.39
4112,2021-08-26,14740,42,MARCE740_L07B,1.0,0.01,96.72,89.93,99.38,4.7,4.24,216306.29,0.71,0.08
4113,2021-08-26,14740,43,MARCE740_L07C,1.0,0.02,87.78,87.29,99.05,3.04,3.41,93573.95,0.78,0.12
4114,2021-08-26,14741,21,MARCE741_L01A,1.0,0.08,97.93,100.0,99.03,11.18,3.04,1199.74,0.83,0.9
4115,2021-08-26,14741,22,MARCE741_L01B,1.0,0.04,93.2,100.0,96.82,14.71,5.08,16356.16,0.61,0.43
4116,2021-08-26,14741,23,MARCE741_L01C,1.0,0.09,97.22,100.0,98.09,5.7,8.0,30887.08,0.91,0.35
4117,2021-08-26,14741,31,MARCE741_L03A,1.0,0.14,96.9,100.0,97.94,15.71,4.46,10827.49,0.86,0.48
4118,2021-08-26,14741,32,MARCE741_L03B,1.0,0.13,96.38,100.0,97.29,11.6,4.61,38729.61,1.03,0.51
4119,2021-08-26,14741,33,MARCE741_L03C,1.0,0.08,96.89,100.0,98.0,8.32,3.48,41770.34,0.8,0.58
4120,2021-08-26,14741,41,MARCE741_L07A,1.0,0.05,98.24,95.12,99.4,34.19,3.96,30030.15,0.65,0.48
4121,2021-08-26,14741,42,MARCE741_L07B,1.0,0.02,98.24,95.6,98.67,19.28,4.37,111272.65,1.01,0.32
4122,2021-08-26,14741,43,MARCE741_L07C,1.0,0.02,97.87,94.99,98.23,4.88,3.96,173605.77,1.24,0.51
4123,2021-08-26,14742,21,MARCE742_L01A,1.0,0.16,95.81,100.0,97.29,6.27,2.59,6227.44,1.42,0.79
4124,2021-08-26,14742,22,MARCE742_L01B,1.0,0.15,97.62,96.15,97.83,5.28,2.94,42251.57,2.56,0.73
4125,2021-08-26,14742,23,MARCE742_L01C,1.0,0.12,97.28,100.0,97.31,2.8,3.76,29632.55,2.31,0.57
4126,2021-08-26,14742,31,MARCE742_L03A,1.0,0.17,92.83,96.77,93.48,8.38,2.76,66184.93,1.28,0.42
4127,2021-08-26,14742,32,MARCE742_L03B,1.0,0.24,90.96,100.0,92.11,4.84,3.43,107208.8,2.75,0.53
4128,2021-08-26,14742,33,MARCE742_L03C,1.0,0.06,97.85,100.0,98.02,5.69,2.99,36724.29,1.5,0.33
4129,2021-08-26,14742,41,MARCE742_L07A,1.0,0.01,97.94,80.0,98.95,87.54,10.3,12551.43,0.67,0.36
4130,2021-08-26,14742,42,MARCE742_L07B,1.0,0.05,98.2,100.0,98.24,20.97,3.24,11441.72,1.31,0.81
4131,2021-08-26,14742,43,MARCE742_L07C,1.0,0.05,98.55,100.0,98.53,17.83,2.98,15824.12,1.15,1.71
4132,2021-08-26,14744,21,MARCE744_L01A,1.0,0.17,96.84,97.62,97.53,3.38,2.83,61713.67,1.81,0.46
4133,2021-08-26,14744,22,MARCE744_L01B,1.0,0.26,96.53,60.0,96.87,1.77,2.99,33154.42,1.42,0.57
4134,2021-08-26,14744,23,MARCE744_L01C,1.0,0.32,98.17,91.67,98.41,15.63,3.39,51033.99,1.33,0.83
4135,2021-08-26,14744,31,MARCE744_L03A,1.0,0.07,98.45,96.15,98.5,2.67,3.03,143225.69,1.49,0.4
4136,2021-08-26,14744,32,MARCE744_L03B,1.0,0.19,96.24,100.0,96.92,1.17,2.72,86927.1,2.12,0.58
4137,2021-08-26,14744,33,MARCE744_L03C,1.0,0.09,98.59,100.0,98.81,12.2,4.33,29232.35,1.04,0.43
4138,2021-08-26,14744,41,MARCE744_L07A,1.0,0.03,97.88,100.0,98.2,6.33,3.39,109337.19,0.95,0.27
4139,2021-08-26,14744,42,MARCE744_L07B,1.0,0.01,97.09,100.0,98.45,7.24,3.55,46191.2,0.97,0.13
4140,2021-08-26,14744,43,MARCE744_L07C,1.0,0.01,98.27,100.0,98.54,16.52,4.76,49600.12,0.68,0.5
4141,2021-08-26,14745,21,MARCE745_L01A,1.0,0.09,98.14,98.97,98.83,5.3,3.17,12147.32,1.14,0.38
4142,2021-08-26,14745,22,MARCE745_L01B,1.0,0.14,97.16,100.0,97.51,6.21,4.5,9360.31,2.74,1.25
4143,2021-08-26,14745,23,MARCE745_L01C,1.0,0.07,97.41,100.0,97.82,3.84,3.16,9293.83,1.41,0.61
4144,2021-08-26,14745,31,MARCE745_L03A,1.0,0.12,98.39,100.0,98.6,3.63,3.31,55069.95,1.4,0.48
4145,2021-08-26,14745,32,MARCE745_L03B,1.0,0.41,93.32,100.0,91.45,7.69,3.01,37273.33,3.07,0.95
4146,2021-08-26,14745,33,MARCE745_L03C,1.0,0.13,95.73,100.0,96.37,2.89,2.36,59657.81,1.56,0.44
4147,2021-08-26,14745,41,MARCE745_L07A,1.0,0.03,98.23,95.4,98.7,26.76,4.4,34584.33,0.79,0.8
4148,2021-08-26,14745,42,MARCE745_L07B,1.0,0.06,98.27,96.77,98.38,19.85,2.69,24226.54,1.18,1.68
4149,2021-08-26,14745,43,MARCE745_L07C,1.0,0.01,97.71,95.38,98.69,6.98,2.91,49277.04,1.14,0.14
4150,2021-08-26,14746,21,MARCE746_L01A,1.0,0.17,96.9,93.65,97.27,8.28,2.67,3436.92,1.97,0.78
4151,2021-08-26,14746,22,MARCE746_L01B,1.0,0.04,92.61,100.0,93.56,15.0,2.5,24373.81,1.27,0.34
4152,2021-08-26,14746,23,MARCE746_L01C,1.0,0.1,96.53,100.0,96.82,15.83,1.39,824.37,1.04,0.84
4153,2021-08-26,14746,31,MARCE746_L03A,1.0,0.08,96.36,100.0,96.83,11.42,5.43,56263.59,1.74,0.23
4154,2021-08-26,14746,32,MARCE746_L03B,1.0,0.07,98.41,100.0,98.16,10.16,2.8,118612.69,1.8,0.49
4155,2021-08-26,14746,33,MARCE746_L03C,1.0,0.04,97.95,100.0,97.99,20.24,3.81,5332.53,0.91,0.42
4156,2021-08-26,14746,41,MARCE746_L07A,1.0,0.0,97.86,100.0,98.81,44.47,3.57,33755.66,1.09,0.1
4157,2021-08-26,14746,42,MARCE746_L07B,1.0,0.02,97.85,93.53,98.22,28.53,3.63,137723.16,1.65,0.24
4158,2021-08-26,14746,43,MARCE746_L07C,1.0,0.0,95.95,100.0,98.37,18.41,3.66,5692.19,0.78,0.26
4159,2021-08-26,14747,21,MARNC747_L01A,0.99,1.13,87.22,100.0,92.48,11.04,1.48,1369.07,2.14,2.22
4160,2021-08-26,14747,22,MARNC747_L01B,1.0,0.49,88.1,,93.87,19.39,2.67,1027.87,0.93,1.27
4161,2021-08-26,14747,23,MARNC747_L01C,1.0,0.15,86.91,100.0,88.41,17.84,5.42,9601.55,1.59,0.51
4162,2021-08-26,14747,31,MARNC747_L03A,1.0,0.0,97.76,100.0,98.91,28.08,2.55,1054.58,0.9,0.19
4163,2021-08-26,14747,32,MARNC747_L03B,1.0,0.08,97.75,100.0,98.43,27.71,2.41,21025.62,0.74,0.73
4164,2021-08-26,14747,33,MARNC747_L03C,1.0,0.02,97.9,93.75,97.81,25.23,4.18,71470.26,1.28,0.3
4165,2021-08-26,14748,21,MARCE748_L01A,1.0,0.12,95.0,,97.6,8.81,8.04,3349.83,0.42,0.73
4166,2021-08-26,14748,22,MARCE748_L01B,1.0,0.19,95.39,94.12,96.24,2.57,2.94,42296.85,4.16,0.41
4167,2021-08-26,14748,23,MARCE748_L01C,1.0,0.02,99.41,100.0,99.68,15.04,6.37,31702.39,0.41,0.05
4168,2021-08-26,14748,31,MARCE748_L03A,1.0,0.3,96.97,100.0,97.17,6.96,5.01,32894.36,4.67,1.11
4169,2021-08-26,14748,32,MARCE748_L03B,1.0,0.19,97.16,98.15,97.79,8.37,4.49,49698.12,2.01,0.58
4170,2021-08-26,14748,33,MARCE748_L03C,1.0,0.18,97.0,100.0,97.71,4.14,3.77,44020.59,1.45,0.37
4171,2021-08-26,14748,41,MARCE748_L07A,1.0,0.02,97.95,91.3,98.65,13.05,5.11,62787.45,1.72,0.64
4172,2021-08-26,14748,42,MARCE748_L07B,1.0,0.03,97.53,97.62,98.21,6.57,3.87,111792.36,2.91,0.5
4173,2021-08-26,14748,43,MARCE748_L07C,1.0,0.02,95.13,95.1,98.94,5.79,4.64,126829.45,1.18,0.13
4174,2021-08-26,14749,21,MARNC749_L01A,0.99,0.43,57.06,,64.92,3.67,1.57,37.62,8.7,6.0
4175,2021-08-26,14749,22,MARNC749_L01B,0.99,1.03,100.0,,99.37,25.94,2.49,10099.05,0.94,1.46
4176,2021-08-26,14749,23,MARNC749_L01C,0.98,1.02,98.97,100.0,99.18,28.71,6.8,664.32,1.28,2.72
4177,2021-08-26,14749,31,MARNC749_L03A,1.0,0.02,98.56,,99.07,24.46,3.44,5202.45,0.56,0.42
4178,2021-08-26,14749,32,MARNC749_L03B,1.0,0.12,98.08,94.29,98.76,28.39,6.82,43652.48,0.81,0.37
4179,2021-08-26,14749,33,MARNC749_L03C,1.0,0.04,98.5,93.18,98.66,39.18,4.05,27529.19,0.7,0.21
4180,2021-08-26,14750,21,MARNC750_L01A,1.0,0.15,96.07,97.92,96.5,12.2,2.61,6926.81,2.12,0.58
4181,2021-08-26,14750,22,MARNC750_L01B,1.0,0.11,94.24,87.15,93.87,21.12,2.22,11733.18,1.55,0.32
4182,2021-08-26,14750,23,MARNC750_L01C,1.0,0.34,96.85,95.65,97.46,13.81,2.38,4950.08,2.69,0.49
4183,2021-08-26,14750,31,MARNC750_L03A,1.0,0.07,96.65,93.43,97.0,23.55,3.35,48805.66,2.05,0.31
4184,2021-08-26,14750,32,MARNC750_L03B,1.0,0.06,91.08,90.58,92.33,23.3,2.67,61986.31,1.95,0.11
4185,2021-08-26,14750,33,MARNC750_L03C,1.0,0.11,96.43,100.0,96.6,18.21,2.79,51835.65,2.65,0.4
4186,2021-08-26,14751,21,MARNC751_L01A,1.0,0.24,,100.0,91.67,17.16,2.09,12944.75,1.77,0.67
4187,2021-08-26,14751,22,MARNC751_L01B,0.99,2.44,,100.0,100.0,1.32,3.07,5.27,2.55,3.25
4188,2021-08-26,14751,23,MARNC751_L01C,0.96,3.35,98.09,100.0,98.1,7.98,2.26,2169.61,8.13,9.7
4189,2021-08-26,14751,31,MARNC751_L03A,1.0,0.05,43.33,99.38,88.11,21.86,3.31,115757.03,1.59,0.09
4190,2021-08-26,14751,32,MARNC751_L03B,1.0,0.12,,100.0,100.0,27.85,3.16,313.5,0.69,0.18
4191,2021-08-26,14751,33,MARNC751_L03C,1.0,0.17,98.18,97.95,98.2,10.55,2.39,56759.41,7.84,0.51
4192,2021-08-26,14752,21,MARNA752_L01A,1.0,0.1,100.0,100.0,88.71,15.67,1.56,580.62,2.15,0.2
4193,2021-08-26,14752,22,MARNA752_L01B,1.0,0.05,95.08,100.0,85.85,23.44,2.01,8495.63,2.18,0.25
4194,2021-08-26,14752,23,MARNA752_L01C,,,,,,,,0.0,,
4195,2021-08-26,14752,31,MARNA752_L03A,1.0,0.07,94.74,100.0,98.2,25.38,2.75,1670.34,1.83,0.24
4196,2021-08-26,14752,32,MARNA752_L03B,1.0,0.05,97.89,100.0,98.01,22.24,2.46,107284.57,2.18,0.1
4197,2021-08-26,14752,33,MARNA752_L03C,1.0,0.07,98.59,100.0,98.73,26.67,2.38,3005.43,2.47,0.2
4198,2021-08-26,14753,21,MARNA753_L01A,1.0,0.16,89.47,88.89,84.62,17.17,2.57,4806.92,1.88,0.18
4199,2021-08-26,14753,22,MARNA753_L01B,0.99,0.33,78.9,100.0,79.95,9.33,4.96,1165.25,7.92,1.93
4200,2021-08-26,14753,23,MARNA753_L01C,0.99,0.73,91.74,100.0,92.48,21.91,1.96,21348.24,2.08,1.84
4201,2021-08-26,14753,31,MARNA753_L03A,1.0,0.03,94.74,100.0,99.18,18.38,3.63,70404.88,1.5,0.04
4202,2021-08-26,14753,32,MARNA753_L03B,1.0,0.18,88.6,98.86,91.79,14.25,2.36,38372.25,7.75,0.46
4203,2021-08-26,14753,33,MARNA753_L03C,1.0,0.2,98.27,98.04,98.37,5.51,2.88,106030.38,5.91,0.42
4204,2021-08-26,14754,21,MARNA754_L01A,1.0,0.05,,100.0,100.0,21.2,1.48,6020.4,0.93,0.14
4205,2021-08-26,14754,22,MARNA754_L01B,0.99,0.0,60.0,100.0,88.89,19.76,1.74,211.19,0.93,0.52
4206,2021-08-26,14754,23,MARNA754_L01C,0.99,0.0,,,100.0,7.12,1.85,20.58,1.28,0.0
4207,2021-08-26,14754,31,MARNA754_L03A,1.0,0.09,,96.65,100.0,26.68,2.3,91391.93,0.89,0.06
4208,2021-08-26,14754,32,MARNA754_L03B,1.0,0.17,100.0,100.0,100.0,22.78,2.39,4357.06,1.11,0.13
4209,2021-08-26,14754,33,MARNA754_L03C,1.0,0.0,100.0,100.0,100.0,31.16,1.07,4576.43,1.13,0.0
4210,2021-08-26,14755,21,MARNA755_L01A,1.0,0.0,62.5,100.0,91.09,22.24,3.6,3311.46,0.55,0.16
4211,2021-08-26,14755,22,MARNA755_L01B,1.0,0.18,83.26,97.44,85.93,11.02,1.74,17925.3,1.85,0.48
4212,2021-08-26,14755,23,MARNA755_L01C,0.98,0.36,40.0,100.0,92.05,28.29,3.68,3223.12,0.47,1.46
4213,2021-08-26,14755,31,MARNA755_L03A,1.0,0.03,97.7,100.0,98.93,25.34,3.36,73366.41,0.49,0.09
4214,2021-08-26,14755,32,MARNA755_L03B,1.0,0.03,98.48,99.64,98.64,15.86,3.45,96928.01,1.26,0.13
4215,2021-08-26,14755,33,MARNA755_L03C,1.0,0.01,98.68,100.0,99.65,34.72,3.92,37688.04,0.47,0.03
4216,2021-08-26,14756,21,MARSC756_L01A,1.0,0.28,93.71,,93.23,6.56,4.31,13187.22,4.26,0.77
4217,2021-08-26,14756,22,MARSC756_L01B,1.0,0.13,83.33,100.0,83.33,7.85,2.11,3835.6,1.42,0.22
4218,2021-08-26,14756,23,MARSC756_L01C,1.0,0.05,92.79,100.0,92.44,12.54,3.53,85887.72,2.29,0.11
4219,2021-08-26,14756,31,MARSC756_L03A,1.0,0.13,83.44,99.24,97.45,23.56,2.62,24057.31,1.55,0.33
4220,2021-08-26,14756,32,MARSC756_L03B,1.0,0.14,71.43,100.0,82.96,13.55,2.16,12120.97,1.46,0.36
4221,2021-08-26,14756,33,MARSC756_L03C,1.0,0.12,92.58,99.33,97.57,14.78,4.71,14624.67,4.63,0.49
4222,2021-08-26,14757,21,MARSA757_L01A,1.0,0.31,96.09,94.74,96.75,14.94,2.8,14575.34,4.09,0.83
4223,2021-08-26,14757,22,MARSA757_L01B,0.99,0.25,94.57,100.0,96.18,17.05,1.94,27149.37,2.68,0.68
4224,2021-08-26,14757,23,MARSA757_L01C,0.99,0.33,96.64,100.0,97.27,26.26,3.04,22908.57,2.35,1.09
4225,2021-08-26,14757,31,MARSA757_L03A,1.0,0.06,97.55,100.0,97.84,10.78,3.5,52535.75,4.23,0.22
4226,2021-08-26,14757,32,MARSA757_L03B,1.0,0.05,95.94,99.03,97.52,14.88,2.91,106709.33,2.58,0.12
4227,2021-08-26,14757,33,MARSA757_L03C,1.0,0.02,98.6,99.01,98.68,13.5,3.42,126894.61,2.72,0.1
4228,2021-08-26,14758,21,MARCE758_L01A,1.0,0.06,95.66,96.15,96.88,10.87,2.71,5957.47,1.25,0.42
4229,2021-08-26,14758,22,MARCE758_L01B,1.0,0.22,97.18,97.14,97.76,11.23,2.82,5019.66,1.1,0.81
4230,2021-08-26,14758,23,MARCE758_L01C,1.0,0.21,87.47,100.0,92.53,8.51,2.78,6013.23,2.57,0.72
4231,2021-08-26,14758,31,MARCE758_L03A,1.0,0.04,97.69,100.0,98.61,16.31,3.84,29737.77,1.05,0.27
4232,2021-08-26,14758,32,MARCE758_L03B,1.0,0.1,97.88,100.0,98.16,13.8,3.5,42494.36,1.42,0.69
4233,2021-08-26,14758,33,MARCE758_L03C,1.0,0.07,97.43,100.0,97.78,12.18,2.79,49196.2,2.27,0.53
4234,2021-08-26,14758,41,MARCE758_L07A,1.0,0.02,97.83,94.12,98.58,39.04,2.53,6712.97,1.0,0.4
4235,2021-08-26,14758,42,MARCE758_L07B,1.0,0.06,97.98,100.0,98.68,51.34,4.92,6296.09,0.55,0.41
4236,2021-08-26,14758,43,MARCE758_L07C,1.0,0.02,98.32,100.0,98.95,37.82,6.23,9579.3,0.51,0.35
4237,2021-08-26,14759,21,MARSC759_L01A,1.0,0.14,68.97,100.0,86.56,7.01,3.92,9822.56,0.86,0.99
4238,2021-08-26,14759,22,MARSC759_L01B,1.0,0.0,94.45,100.0,94.34,10.79,3.83,5428.36,0.65,0.44
4239,2021-08-26,14759,23,MARSC759_L01C,1.0,0.06,88.3,97.6,93.11,9.19,2.4,35290.38,0.68,0.25
4240,2021-08-26,14759,31,MARSC759_L03A,1.0,0.07,95.54,100.0,98.38,7.09,4.19,62698.45,0.53,0.16
4241,2021-08-26,14759,32,MARSC759_L03B,1.0,0.02,97.84,100.0,98.1,8.66,4.53,82700.37,0.49,0.23
4242,2021-08-26,14759,33,MARSC759_L03C,1.0,0.01,89.47,100.0,93.56,10.79,2.69,56312.16,0.45,0.21
4243,2021-08-26,14760,21,MARCE760_L01A,1.0,0.2,45.48,96.97,48.51,6.49,7.63,10103.3,2.57,1.37
4244,2021-08-26,14760,22,MARCE760_L01B,1.0,0.1,59.24,100.0,71.13,10.57,3.12,10323.21,1.48,2.34
4245,2021-08-26,14760,23,MARCE760_L01C,1.0,0.07,97.82,,97.99,8.86,3.98,11883.21,5.49,0.87
4246,2021-08-26,14760,31,MARCE760_L03A,1.0,0.14,89.26,91.06,92.33,7.27,5.03,50994.37,2.54,0.23
4247,2021-08-26,14760,32,MARCE760_L03B,1.0,0.07,96.73,98.33,97.97,12.1,3.64,37045.03,1.23,0.24
4248,2021-08-26,14760,33,MARCE760_L03C,1.0,0.21,96.14,100.0,97.09,5.66,2.98,39495.8,6.52,0.51
4249,2021-08-26,14761,21,MARCE761_L01A,1.0,0.0,98.82,100.0,99.57,12.56,12.77,2825.18,0.15,0.12
4250,2021-08-26,14761,22,MARCE761_L01B,1.0,0.0,96.92,,99.05,50.76,2.68,2698.59,0.16,0.29
4251,2021-08-26,14761,23,MARCE761_L01C,1.0,0.0,100.0,,100.0,37.86,2.15,74.07,0.13,0.0
4252,2021-08-26,14761,31,MARCE761_L03A,1.0,0.02,97.61,100.0,99.57,28.64,8.27,31673.85,0.19,0.07
4253,2021-08-26,14761,32,MARCE761_L03B,1.0,0.03,92.54,,99.82,40.52,13.15,4910.49,0.19,0.03
4254,2021-08-26,14761,33,MARCE761_L03C,1.0,0.29,95.0,,98.97,55.4,4.77,989.6,0.16,0.46
4255,2021-08-26,14762,21,MARSC762_L01A,0.99,0.44,93.17,83.33,93.08,9.77,2.81,45946.15,7.52,1.05
4256,2021-08-26,14762,22,MARSC762_L01B,0.97,2.76,95.87,,95.35,31.36,1.74,13095.27,4.81,13.41
4257,2021-08-26,14762,23,MARSC762_L01C,1.0,0.24,93.86,98.63,94.02,10.93,2.83,3986.41,2.34,0.37
4258,2021-08-26,14762,33,MARSC762_L03C,1.0,0.07,91.81,98.25,91.81,26.47,3.27,38093.64,1.41,0.11
4259,2021-08-26,14763,21,MARSC763_L01A,1.0,0.17,77.64,100.0,83.16,9.12,2.85,333.1,1.61,6.68
4260,2021-08-26,14763,22,MARSC763_L01B,1.0,0.14,87.7,100.0,89.04,12.63,2.23,4661.58,2.73,1.41
4261,2021-08-26,14763,23,MARSC763_L01C,1.0,0.05,79.28,92.31,80.86,20.1,6.07,9428.79,1.8,1.4
4262,2021-08-26,14763,31,MARSC763_L03A,1.0,0.06,98.45,93.75,98.79,20.67,3.2,13776.99,1.28,0.25
4263,2021-08-26,14763,32,MARSC763_L03B,1.0,0.11,93.67,98.03,94.02,11.99,2.91,43568.57,2.58,0.47
4264,2021-08-26,14763,33,MARSC763_L03C,1.0,0.03,98.39,100.0,98.43,16.63,5.71,83618.86,1.87,0.56
4265,2021-08-26,14764,21,MARCE764_L01A,1.0,0.03,96.74,100.0,98.11,4.25,4.94,13085.03,0.66,0.13
4266,2021-08-26,14764,22,MARCE764_L01B,1.0,0.02,95.55,100.0,95.95,10.28,7.36,4844.96,0.79,0.14
4267,2021-08-26,14764,23,MARCE764_L01C,1.0,0.04,98.15,100.0,98.4,6.21,7.02,1959.89,1.29,1.14
4268,2021-08-26,14764,31,MARCE764_L03A,1.0,0.03,98.16,100.0,98.31,4.08,3.94,91547.54,0.72,0.17
4269,2021-08-26,14764,32,MARCE764_L03B,1.0,0.09,97.89,97.96,98.07,7.26,4.32,44967.6,1.39,0.2
4270,2021-08-26,14764,33,MARCE764_L03C,1.0,0.13,95.65,100.0,96.32,5.91,4.15,27368.59,1.99,0.72
4271,2021-08-26,14765,21,MARCE765_L01A,1.0,0.07,95.92,,98.94,9.11,4.29,5232.09,1.9,0.81
4272,2021-08-26,14765,22,MARCE765_L01B,1.0,0.03,97.08,100.0,98.54,22.03,12.88,3208.84,0.54,0.71
4273,2021-08-26,14765,23,MARCE765_L01C,1.0,0.07,97.9,100.0,98.47,12.22,7.57,8017.01,1.25,0.53
4274,2021-08-26,14765,31,MARCE765_L03A,1.0,0.22,97.21,87.5,99.33,6.64,3.01,32658.02,2.49,0.51
4275,2021-08-26,14765,32,MARCE765_L03B,1.0,0.04,98.5,100.0,98.96,19.52,6.67,19754.9,1.05,0.79
4276,2021-08-26,14765,33,MARCE765_L03C,1.0,0.1,98.03,100.0,98.48,10.23,5.95,55473.4,1.22,0.46
4277,2021-08-26,14766,21,MARCE766_L01A,1.0,0.0,98.2,100.0,98.15,26.64,3.87,2689.03,0.54,0.45
4278,2021-08-26,14766,22,MARCE766_L01B,1.0,0.0,96.88,100.0,98.68,20.02,13.6,1743.65,0.32,0.19
4279,2021-08-26,14766,23,MARCE766_L01C,1.0,0.15,95.49,100.0,95.86,24.08,2.01,1555.87,0.47,0.58
4280,2021-08-26,14766,31,MARCE766_L03A,1.0,0.08,98.05,100.0,98.15,15.2,3.54,44381.15,0.84,0.31
4281,2021-08-26,14766,32,MARCE766_L03B,1.0,0.07,79.56,93.33,92.4,13.91,6.34,39218.14,0.85,0.23
4282,2021-08-26,14766,33,MARCE766_L03C,1.0,0.03,95.71,100.0,97.33,28.75,3.03,29647.07,0.48,0.12
4283,2021-08-26,14767,21,MARCE767_L01A,1.0,0.15,93.43,,95.73,19.47,5.3,344.52,0.52,0.92
4284,2021-08-26,14767,22,MARCE767_L01B,1.0,0.05,97.98,,98.45,15.44,3.23,2153.69,1.02,0.35
