,COLLECTTIME,ENODEBID,CELLID,CELLNAME,ERAB_SR,ERAB_DR,X2_HOSR,IRAT_HOSR,IntraFreq_HOSR,DL_Thr_Mbps,UL_Thr_Mbps,PS_DL_Traf_MB,MS-BS_Distance,ERAB_DR_Usr
220,2021-08-25,13169,22,GUANB169_L01B,1.0,0.0,96.26,,96.69,11.79,1.82,307.13,0.63,0.83
221,2021-08-25,13169,23,GUANB169_L01C,1.0,0.21,79.28,,83.33,16.66,3.74,1953.74,1.3,0.91
222,2021-08-25,13169,31,GUANB169_L03A,1.0,0.1,99.13,,99.13,21.79,2.83,91588.08,0.9,0.21
223,2021-08-25,13169,32,GUANB169_L03B,1.0,0.17,99.45,,99.24,22.89,3.48,17786.37,0.59,0.32
224,2021-08-25,13169,33,GUANB169_L03C,1.0,0.08,99.17,,99.3,16.31,2.32,36579.51,1.28,0.17
225,2021-08-25,13170,21,GUABM170_L01A,0.99,0.65,98.02,,98.32,6.05,1.81,6451.44,1.36,1.91
226,2021-08-25,13170,22,GUABM170_L01B,1.0,0.3,85.02,,84.0,4.98,2.02,7753.03,3.58,1.38
227,2021-08-25,13170,23,GUABM170_L01C,1.0,0.17,96.83,,96.92,3.31,2.35,4936.08,1.66,0.69
228,2021-08-25,13170,31,GUABM170_L03A,1.0,0.04,99.25,100.0,99.31,3.09,3.87,99974.83,1.4,0.19
229,2021-08-25,13170,32,GUABM170_L03B,1.0,0.39,99.0,95.45,99.07,4.9,2.79,40398.16,1.48,0.72
230,2021-08-25,13170,33,GUABM170_L03C,1.0,0.07,98.68,100.0,98.74,3.19,3.13,89920.31,1.43,0.25
231,2021-08-25,13173,21,GUABC173_L01A,1.0,0.21,90.92,,89.47,2.35,2.41,19636.83,1.79,0.54
232,2021-08-25,13173,22,GUABC173_L01B,1.0,0.0,95.03,,94.95,6.37,2.92,5457.0,1.74,0.31
233,2021-08-25,13173,23,GUABC173_L01C,1.0,0.06,97.02,,97.17,4.13,2.21,4554.51,1.55,0.44
234,2021-08-25,13173,31,GUABC173_L03A,1.0,0.03,99.36,98.98,99.33,1.91,3.43,112381.78,1.0,0.09
235,2021-08-25,13173,32,GUABC173_L03B,1.0,0.09,97.61,100.0,97.58,2.7,3.2,100261.69,1.78,0.36
236,2021-08-25,13173,33,GUABC173_L03C,1.0,0.02,98.76,100.0,98.83,6.11,4.54,28337.97,0.98,0.26
237,2021-08-25,13177,21,GUABC177_L01A,1.0,0.31,97.9,,97.9,9.51,2.07,1148.58,2.54,0.94
238,2021-08-25,13177,22,GUABC177_L01B,1.0,0.0,94.06,,92.57,11.81,2.21,12638.02,1.39,0.06
239,2021-08-25,13177,23,GUABC177_L01C,0.99,3.62,100.0,,95.0,9.89,2.8,21.93,0.68,9.42
240,2021-08-25,13177,31,GUABC177_L03A,1.0,0.13,98.19,93.75,98.08,9.13,2.72,15326.54,2.92,0.99
241,2021-08-25,13177,32,GUABC177_L03B,1.0,0.05,98.19,99.58,97.93,16.66,2.67,63679.66,1.56,0.13
242,2021-08-25,13177,33,GUABC177_L03C,1.0,0.15,99.14,100.0,99.69,12.59,5.15,3654.85,1.11,0.48
243,2021-08-25,13178,21,GUASB178_L01A,0.99,0.55,91.3,,91.67,6.54,2.75,1269.37,1.47,1.14
244,2021-08-25,13178,22,GUASB178_L01B,1.0,0.05,88.06,,95.26,5.82,2.69,14723.01,1.09,0.13
245,2021-08-25,13178,23,GUASB178_L01C,1.0,0.15,99.07,,86.15,1.86,2.25,2803.22,1.46,0.88
246,2021-08-25,13178,31,GUASB178_L03A,1.0,0.04,99.26,,99.5,8.75,3.28,48060.92,1.29,0.1
247,2021-08-25,13178,32,GUASB178_L03B,1.0,0.13,95.58,99.2,98.83,2.48,3.27,129449.42,0.97,0.26
248,2021-08-25,13178,33,GUASB178_L03C,1.0,0.34,98.31,100.0,98.55,4.7,2.31,37327.79,2.15,0.71
249,2021-08-25,13179,21,GUASB179_L01A,1.0,0.0,76.92,,81.33,5.57,1.73,172.62,1.34,0.44
250,2021-08-25,13179,22,GUASB179_L01B,1.0,0.08,92.67,,92.67,11.66,1.85,11268.85,1.44,0.32
251,2021-08-25,13179,23,GUASB179_L01C,1.0,0.19,92.57,,94.02,9.07,1.34,681.21,2.08,0.87
252,2021-08-25,13179,31,GUASB179_L03A,1.0,0.23,95.96,100.0,96.97,15.76,1.88,2046.48,1.18,0.44
253,2021-08-25,13179,32,GUASB179_L03B,1.0,0.07,99.03,97.17,98.98,11.85,2.49,54799.58,1.52,0.18
254,2021-08-25,13179,33,GUASB179_L03C,1.0,0.2,98.98,97.17,99.03,10.2,3.03,35861.26,2.61,0.39
255,2021-08-25,13187,21,GUANB187_L01A,0.95,0.0,100.0,,100.0,11.52,1.06,43.76,2.35,0.0
256,2021-08-25,13187,22,GUANB187_L01B,0.99,0.39,95.0,,97.14,26.65,2.44,5050.81,1.18,0.74
257,2021-08-25,13187,23,GUANB187_L01C,1.0,0.19,99.02,,99.2,33.8,2.21,6628.26,1.36,0.38
258,2021-08-25,13187,31,GUANB187_L03A,1.0,0.0,100.0,,100.0,25.4,2.29,371.27,2.69,0.32
259,2021-08-25,13187,32,GUANB187_L03B,1.0,0.06,99.17,,99.78,41.62,3.82,91784.25,1.13,0.12
260,2021-08-25,13187,33,GUANB187_L03C,1.0,0.08,98.98,,99.21,30.21,2.26,31479.87,1.13,0.13
261,2021-08-25,13188,21,GUASB188_L01A,0.99,0.72,93.18,,90.57,28.84,1.41,452.35,1.71,1.8
262,2021-08-25,13188,22,GUASB188_L01B,1.0,0.11,94.95,,96.75,8.47,2.23,13604.84,1.63,0.2
263,2021-08-25,13188,23,GUASB188_L01C,1.0,0.26,61.7,,80.22,12.81,1.88,3653.59,1.13,0.75
264,2021-08-25,13188,31,GUASB188_L03A,1.0,0.28,98.96,93.33,98.91,11.86,2.35,15980.26,1.77,0.55
265,2021-08-25,13188,32,GUASB188_L03B,1.0,0.15,99.19,99.54,99.19,6.0,2.66,101189.71,1.89,0.39
266,2021-08-25,13188,33,GUASB188_L03C,1.0,0.13,99.72,100.0,99.7,5.62,3.89,7592.74,0.82,0.21
267,2021-08-25,13191,21,GUABM191_L01A,0.99,0.57,94.29,,97.76,13.88,2.34,16238.04,0.72,1.13
268,2021-08-25,13191,22,GUABM191_L01B,0.99,0.53,99.34,,99.73,17.0,4.05,1285.93,0.53,2.94
269,2021-08-25,13191,23,GUABM191_L01C,1.0,0.0,98.97,,99.27,17.35,4.5,1594.19,0.77,0.45
270,2021-08-25,13191,31,GUABM191_L03A,1.0,0.16,99.03,99.67,99.21,12.46,3.52,109611.72,0.79,0.31
271,2021-08-25,13191,32,GUABM191_L03B,1.0,0.02,99.6,100.0,99.74,19.36,5.81,14557.64,0.62,0.26
272,2021-08-25,13191,33,GUABM191_L03C,1.0,0.06,99.4,100.0,99.54,23.98,4.58,28910.99,0.89,0.24
273,2021-08-25,13191,41,GUABM191_L07A,1.0,0.07,99.03,,99.41,55.29,4.79,139351.4,0.54,0.13
274,2021-08-25,13191,42,GUABM191_L07B,1.0,0.02,99.52,,99.76,59.03,4.89,37079.33,0.48,0.12
275,2021-08-25,13191,43,GUABM191_L07C,1.0,0.01,99.45,,99.59,34.45,3.74,17772.27,0.78,0.27
276,2021-08-25,13196,21,GUAAB196_L01A,1.0,0.0,100.0,,100.0,20.07,3.12,248.14,0.14,0.0
277,2021-08-25,13196,22,GUAAB196_L01B,1.0,0.3,100.0,,100.0,44.35,11.48,962.3,0.14,0.3
278,2021-08-25,13196,23,GUAAB196_L01C,1.0,0.05,98.59,,98.04,11.3,4.46,853.87,0.26,0.69
279,2021-08-25,13196,31,GUAAB196_L03A,1.0,0.01,99.53,,99.82,39.72,8.97,4007.03,0.18,0.05
280,2021-08-25,13196,32,GUAAB196_L03B,1.0,0.02,100.0,,100.0,36.57,13.4,2173.43,0.17,0.04
281,2021-08-25,13196,33,GUAAB196_L03C,1.0,0.05,99.49,100.0,99.64,15.11,6.4,14639.82,0.21,0.06
282,2021-08-25,13404,21,GUASG404_L01A,1.0,0.18,88.31,,89.29,10.99,1.42,354.37,0.82,0.71
283,2021-08-25,13404,22,GUASG404_L01B,1.0,0.04,94.09,,74.79,11.64,1.98,12041.08,1.33,0.26
284,2021-08-25,13404,23,GUASG404_L01C,1.0,0.0,100.0,,100.0,20.85,2.22,163.77,0.76,0.0
285,2021-08-25,13404,31,GUASG404_L03A,1.0,0.33,99.28,,99.34,15.34,3.58,10219.86,0.86,0.35
286,2021-08-25,13404,32,GUASG404_L03B,1.0,0.09,99.02,,99.0,13.44,3.47,57993.13,1.35,0.27
287,2021-08-25,13404,33,GUASG404_L03C,1.0,0.07,99.19,,99.28,22.41,3.74,22407.46,1.02,0.13
288,2021-08-25,13405,21,GUASG405_L01A,0.99,0.41,98.37,33.33,97.62,4.87,1.82,6263.05,3.75,1.02
289,2021-08-25,13405,22,GUASG405_L01B,1.0,0.14,98.11,,98.0,11.44,4.23,2703.96,1.13,0.35
290,2021-08-25,13405,23,GUASG405_L01C,0.99,0.43,80.0,,76.74,11.5,2.26,1525.8,1.59,1.91
291,2021-08-25,13405,31,GUASG405_L03A,1.0,0.25,99.34,100.0,99.34,4.16,2.36,90178.36,3.69,0.5
292,2021-08-25,13405,32,GUASG405_L03B,1.0,0.08,99.12,,99.29,6.39,2.79,68992.32,1.21,0.14
293,2021-08-25,13405,33,GUASG405_L03C,1.0,0.14,99.43,,99.57,9.07,3.15,47387.6,1.37,0.25
294,2021-08-25,13407,21,GUASG407_L01A,1.0,0.0,99.66,,99.67,25.25,4.83,536.56,0.83,0.16
295,2021-08-25,13407,22,GUASG407_L01B,1.0,0.0,100.0,,100.0,35.04,4.5,18.66,0.52,0.0
296,2021-08-25,13407,23,GUASG407_L01C,0.99,1.08,95.87,,96.03,14.18,2.48,905.83,1.03,2.01
297,2021-08-25,13407,31,GUASG407_L03A,1.0,0.03,99.29,,99.33,35.55,3.68,28412.41,0.95,0.13
298,2021-08-25,13407,32,GUASG407_L03B,1.0,0.09,98.75,,98.99,25.32,3.27,7901.61,0.72,0.21
299,2021-08-25,13407,33,GUASG407_L03C,1.0,0.24,99.36,,97.67,32.62,2.51,31612.95,1.07,0.27
300,2021-08-25,13413,21,GUANG413_L01A,0.99,0.58,96.43,,99.24,10.19,1.67,11337.24,1.63,1.37
301,2021-08-25,13413,22,GUANG413_L01B,0.99,0.34,94.64,100.0,94.64,8.47,2.31,2245.78,2.54,0.88
302,2021-08-25,13413,23,GUANG413_L01C,0.99,0.4,100.0,,99.19,15.07,3.91,981.37,1.08,0.8
303,2021-08-25,13413,31,GUANG413_L03A,1.0,0.27,90.48,98.44,98.78,5.73,2.27,125142.14,1.8,0.43
304,2021-08-25,13413,32,GUANG413_L03B,1.0,0.25,96.96,98.99,98.16,10.41,2.49,37089.13,2.61,0.65
305,2021-08-25,13413,33,GUANG413_L03C,1.0,0.09,94.67,85.71,97.73,28.56,2.91,20856.44,0.95,0.19
306,2021-08-25,13420,21,GUANG420_L01A,1.0,0.23,89.74,,93.55,15.09,2.29,2591.57,1.54,0.3
307,2021-08-25,13420,22,GUANG420_L01B,1.0,0.17,97.37,,97.33,20.48,1.91,3269.83,0.69,1.22
308,2021-08-25,13420,23,GUANG420_L01C,0.98,1.11,98.67,,98.8,19.56,1.67,531.23,1.7,3.62
309,2021-08-25,13420,31,GUANG420_L03A,1.0,0.0,100.0,,100.0,38.23,2.88,4603.22,1.07,0.0
310,2021-08-25,13420,32,GUANG420_L03B,1.0,0.01,98.78,,98.82,27.2,2.72,16137.32,0.66,0.18
311,2021-08-25,13420,33,GUANG420_L03C,1.0,0.02,99.12,,99.18,28.7,2.71,30416.86,1.31,0.15
312,2021-08-25,13425,21,GUASG425_L01A,1.0,0.04,96.31,,97.02,11.29,2.42,5549.07,1.83,0.4
313,2021-08-25,13425,22,GUASG425_L01B,1.0,0.0,98.31,,98.51,28.5,6.2,62.35,0.89,2.78
314,2021-08-25,13425,23,GUASG425_L01C,1.0,0.24,95.65,,97.62,20.37,2.12,1268.94,1.16,0.24
315,2021-08-25,13425,31,GUASG425_L03A,1.0,0.32,97.91,,97.93,15.56,2.17,64285.12,2.36,0.61
316,2021-08-25,13425,32,GUASG425_L03B,1.0,0.06,98.99,,98.83,28.35,2.54,18193.58,1.49,0.32
317,2021-08-25,13425,33,GUASG425_L03C,1.0,0.22,99.09,,99.18,14.93,1.86,38431.18,2.17,0.46
318,2021-08-25,13426,21,GUANG426_L01A,1.0,0.4,97.48,100.0,98.23,16.64,2.87,2591.17,3.33,0.69
319,2021-08-25,13426,22,GUANG426_L01B,1.0,0.21,98.6,95.24,98.77,10.5,5.12,6224.85,1.98,0.9
320,2021-08-25,13426,23,GUANG426_L01C,1.0,0.04,99.11,100.0,99.27,11.68,2.95,4720.82,1.58,0.31
321,2021-08-25,13426,31,GUANG426_L03A,1.0,0.04,99.49,100.0,99.4,20.2,3.29,6561.86,1.17,0.24
322,2021-08-25,13426,32,GUANG426_L03B,1.0,0.05,99.22,100.0,99.34,27.4,2.89,47031.02,1.1,0.21
323,2021-08-25,13426,33,GUANG426_L03C,1.0,0.02,99.16,100.0,99.32,24.86,3.23,17454.29,0.44,0.22
324,2021-08-25,13428,21,GUASB428_L01A,0.99,0.28,73.33,,75.76,7.19,1.35,987.87,0.99,0.69
325,2021-08-25,13428,22,GUASB428_L01B,1.0,0.0,100.0,,100.0,11.98,1.53,0.39,4.99,0.0
326,2021-08-25,13428,23,GUASB428_L01C,0.94,4.87,,,100.0,4.65,1.46,148.79,1.92,16.86
327,2021-08-25,13428,31,GUASB428_L03A,1.0,0.3,98.14,99.29,98.48,24.93,3.15,21487.93,0.7,0.12
328,2021-08-25,13428,32,GUASB428_L03B,1.0,0.26,96.84,100.0,96.2,15.8,3.35,13838.71,2.27,2.31
329,2021-08-25,13428,33,GUASB428_L03C,1.0,0.12,99.42,98.51,99.43,20.02,4.29,20647.39,1.8,0.69
330,2021-08-25,13434,21,GUANG434_L01A,1.0,0.03,,,,7.74,3.46,1098.28,0.9,0.16
331,2021-08-25,13434,22,GUANG434_L01B,1.0,0.0,,,,4.65,2.27,149.53,0.69,0.0
332,2021-08-25,13434,23,GUANG434_L01C,1.0,0.0,,,,7.61,1.92,706.06,1.42,0.07
333,2021-08-25,13434,31,GUANG434_L03A,1.0,0.19,,,,3.46,2.5,3631.15,1.03,0.36
334,2021-08-25,13434,32,GUANG434_L03B,1.0,0.16,,,,5.96,1.97,327.08,1.07,0.78
335,2021-08-25,13434,33,GUANG434_L03C,1.0,0.09,,,,7.36,2.0,1289.16,1.64,0.16
336,2021-08-25,13437,21,GUAAB437_L01A,1.0,0.18,97.01,,97.18,18.86,5.15,1609.57,1.18,0.55
337,2021-08-25,13437,22,GUAAB437_L01B,1.0,0.07,95.65,,96.12,17.72,2.23,2014.89,1.81,0.29
338,2021-08-25,13437,23,GUAAB437_L01C,0.99,0.15,92.52,,93.16,16.6,1.55,885.26,1.94,2.25
339,2021-08-25,13437,31,GUAAB437_L03A,1.0,0.11,99.45,100.0,99.44,18.78,4.12,42659.15,1.28,0.19
340,2021-08-25,13437,32,GUAAB437_L03B,1.0,0.14,99.33,99.44,99.34,17.17,3.01,41987.81,2.14,0.34
341,2021-08-25,13437,33,GUAAB437_L03C,1.0,0.07,98.3,96.0,98.58,25.0,4.44,34587.91,1.65,0.16
342,2021-08-25,13438,21,GUASG438_L01A,0.99,0.47,98.2,,92.06,22.71,2.09,5398.4,2.25,1.27
343,2021-08-25,13438,22,GUASG438_L01B,0.98,0.0,,,100.0,7.78,1.89,146.5,1.89,0.58
344,2021-08-25,13438,23,GUASG438_L01C,0.99,0.25,95.37,,95.87,13.69,1.77,6817.04,2.83,0.98
345,2021-08-25,13438,31,GUASG438_L03A,1.0,0.06,98.47,,98.48,24.94,4.2,39106.83,1.04,0.36
346,2021-08-25,13438,32,GUASG438_L03B,1.0,0.0,100.0,,100.0,22.95,2.53,10245.64,0.89,0.02
347,2021-08-25,13438,33,GUASG438_L03C,1.0,0.08,98.83,,98.66,19.09,4.19,61424.91,2.22,0.35
348,2021-08-25,13440,21,GUABM440_L01A,1.0,0.49,100.0,,100.0,9.35,1.75,1258.11,0.19,1.0
349,2021-08-25,13440,22,GUABM440_L01B,1.0,0.0,96.77,,99.33,47.86,12.01,327.5,0.21,0.0
350,2021-08-25,13440,23,GUABM440_L01C,1.0,0.0,100.0,,100.0,38.33,6.75,935.69,0.24,0.0
351,2021-08-25,13440,31,GUABM440_L03A,1.0,0.03,100.0,100.0,100.0,31.13,3.64,8277.87,0.22,0.1
352,2021-08-25,13440,32,GUABM440_L03B,1.0,0.0,100.0,,100.0,54.39,5.42,6647.14,0.22,0.02
353,2021-08-25,13440,33,GUABM440_L03C,1.0,0.0,99.32,,99.55,26.72,5.5,1957.41,0.24,0.14
354,2021-08-25,13442,21,GUASB442_L01A,1.0,0.05,99.23,,99.31,20.02,2.47,3475.38,1.09,0.05
355,2021-08-25,13442,22,GUASB442_L01B,1.0,0.0,95.12,,99.03,11.72,2.41,5905.61,1.49,0.31
356,2021-08-25,13442,23,GUASB442_L01C,1.0,0.05,99.31,,99.51,8.35,2.57,21513.56,1.05,0.29
357,2021-08-25,13442,31,GUASB442_L03A,1.0,0.03,99.36,,99.44,13.85,3.8,77654.3,0.65,0.09
358,2021-08-25,13442,32,GUASB442_L03B,1.0,0.06,96.93,,98.07,14.05,3.5,33297.74,0.96,0.11
359,2021-08-25,13442,33,GUASB442_L03C,1.0,0.11,99.28,100.0,99.39,5.8,3.15,124848.38,1.26,0.18
360,2021-08-25,13444,21,GUASB444_L01A,0.99,0.29,97.7,,98.5,6.55,1.77,927.91,0.99,1.38
361,2021-08-25,13444,22,GUASB444_L01B,1.0,0.04,98.22,,98.16,4.26,2.17,6019.84,0.97,0.31
362,2021-08-25,13444,23,GUASB444_L01C,1.0,0.11,87.86,,97.18,6.59,2.69,9764.58,1.28,0.3
363,2021-08-25,13444,31,GUASB444_L03A,1.0,0.07,99.42,100.0,99.51,5.92,3.72,52416.33,1.04,0.22
364,2021-08-25,13444,32,GUASB444_L03B,1.0,0.19,99.28,95.0,99.27,2.08,2.71,65647.16,1.51,0.45
365,2021-08-25,13444,33,GUASB444_L03C,1.0,0.12,96.24,98.99,99.17,3.95,3.17,90982.79,1.31,0.18
366,2021-08-25,13446,21,GUANG446_L01A,0.99,0.94,95.24,,96.67,19.7,1.13,2549.45,0.88,1.94
367,2021-08-25,13446,22,GUANG446_L01B,0.99,0.16,88.72,,86.75,15.3,4.78,1283.07,2.22,1.79
368,2021-08-25,13446,23,GUANG446_L01C,0.97,0.74,70.0,,78.31,5.76,1.74,16.66,6.03,4.78
369,2021-08-25,13446,31,GUANG446_L03A,1.0,0.06,99.36,98.83,99.49,21.52,3.04,114950.24,0.95,0.06
370,2021-08-25,13446,32,GUANG446_L03B,1.0,0.13,99.03,98.9,99.1,20.17,2.59,35604.64,2.08,0.23
371,2021-08-25,13446,33,GUANG446_L03C,1.0,0.23,93.89,100.0,95.08,23.19,4.21,5338.68,5.39,0.86
372,2021-08-25,13448,21,GUASB448_L01A,1.0,0.2,96.4,,97.37,9.9,3.11,4011.08,0.65,0.4
373,2021-08-25,13448,22,GUASB448_L01B,1.0,0.09,98.17,,98.35,19.02,2.44,8592.54,0.71,0.45
374,2021-08-25,13448,23,GUASB448_L01C,1.0,0.19,98.98,,99.03,8.94,2.33,17224.37,0.9,0.55
375,2021-08-25,13448,31,GUASB448_L03A,1.0,0.05,99.41,90.0,99.48,29.55,3.44,39985.06,0.47,0.21
376,2021-08-25,13448,32,GUASB448_L03B,1.0,0.05,99.44,100.0,99.45,14.75,4.01,52732.5,0.62,0.21
377,2021-08-25,13448,33,GUASB448_L03C,1.0,0.08,99.4,100.0,99.44,12.15,3.87,59385.28,0.72,0.21
378,2021-08-25,13456,21,GUASB456_L01A,1.0,0.0,98.02,,98.47,18.55,2.48,1996.53,0.77,0.43
379,2021-08-25,13456,22,GUASB456_L01B,1.0,0.17,98.56,,98.57,24.27,1.36,415.76,1.26,1.89
380,2021-08-25,13456,23,GUASB456_L01C,1.0,0.11,98.7,,98.74,13.4,2.74,4997.06,0.94,0.55
381,2021-08-25,13456,31,GUASB456_L03A,1.0,0.42,98.92,,99.02,22.97,2.2,1279.56,0.9,0.94
382,2021-08-25,13456,32,GUASB456_L03B,1.0,0.12,99.01,100.0,99.01,18.64,3.6,9788.95,1.49,0.4
383,2021-08-25,13456,33,GUASB456_L03C,1.0,0.08,99.35,100.0,99.33,19.26,3.04,35281.79,0.74,0.19
384,2021-08-25,13457,21,GUASB457_L01A,1.0,0.13,99.06,,99.13,10.77,2.66,9873.3,1.02,0.56
385,2021-08-25,13457,22,GUASB457_L01B,1.0,0.0,99.56,,99.4,15.0,6.1,1705.02,0.64,0.61
386,2021-08-25,13457,23,GUASB457_L01C,1.0,0.03,97.67,,98.42,8.63,2.41,3450.89,0.64,0.4
387,2021-08-25,13457,31,GUASB457_L03A,1.0,0.09,99.28,98.83,99.32,10.8,3.12,73673.27,0.78,0.31
388,2021-08-25,13457,32,GUASB457_L03B,1.0,0.05,99.25,100.0,99.38,22.06,4.66,41085.08,0.51,0.12
389,2021-08-25,13457,33,GUASB457_L03C,1.0,0.01,99.29,92.86,99.51,15.06,3.32,74897.85,0.56,0.07
390,2021-08-25,13459,21,GUABC459_L01A,0.99,0.9,98.05,,98.19,5.4,1.92,10480.94,1.84,2.33
391,2021-08-25,13459,22,GUABC459_L01B,1.0,0.15,93.76,,91.6,2.7,1.66,1958.48,2.45,1.42
392,2021-08-25,13459,23,GUABC459_L01C,1.0,0.23,77.01,,81.11,4.6,2.01,19631.91,1.48,0.78
393,2021-08-25,13459,31,GUABC459_L03A,1.0,0.25,98.91,,98.86,1.15,2.49,99945.65,2.64,0.61
394,2021-08-25,13459,32,GUABC459_L03B,1.0,0.21,98.32,,98.34,2.95,2.44,68346.57,2.48,0.54
395,2021-08-25,13459,33,GUABC459_L03C,1.0,0.09,96.06,,96.4,4.6,2.79,36257.73,1.07,0.28
396,2021-08-25,13460,21,GUASG460_L01A,1.0,0.07,98.79,,98.87,7.15,2.61,2546.95,0.97,0.49
397,2021-08-25,13460,22,GUASG460_L01B,1.0,0.1,98.46,,98.62,11.53,3.79,16640.39,1.14,0.3
398,2021-08-25,13460,23,GUASG460_L01C,1.0,0.02,96.83,,97.95,9.01,1.73,4864.81,1.0,0.12
399,2021-08-25,13460,31,GUASG460_L03A,1.0,0.13,99.35,,99.38,9.67,2.45,47397.95,1.19,0.13
400,2021-08-25,13460,32,GUASG460_L03B,1.0,0.06,99.28,,99.42,8.54,4.6,134596.17,1.0,0.11
401,2021-08-25,13460,33,GUASG460_L03C,1.0,0.03,99.26,,99.35,17.05,7.54,80599.77,0.9,0.18
402,2021-08-25,13462,21,GUASB462_L01A,0.99,0.83,100.0,,98.33,28.16,1.14,6993.1,1.33,1.66
403,2021-08-25,13462,22,GUASB462_L01B,1.0,0.18,98.71,,98.74,11.41,2.2,10011.59,1.85,0.75
404,2021-08-25,13462,23,GUASB462_L01C,1.0,0.11,99.13,,99.14,13.9,3.71,3550.8,1.65,0.4
405,2021-08-25,13462,31,GUASB462_L03A,1.0,0.15,99.41,100.0,99.51,13.38,5.48,16795.61,1.3,0.34
406,2021-08-25,13462,32,GUASB462_L03B,1.0,0.04,99.0,97.0,99.03,21.26,3.06,42740.43,1.45,0.2
407,2021-08-25,13462,33,GUASB462_L03C,1.0,0.13,99.22,95.56,99.23,10.85,2.45,60009.79,2.17,0.4
408,2021-08-25,13464,21,GUAAB464_L01A,1.0,0.22,97.16,,97.06,7.57,1.81,7213.82,1.73,0.79
409,2021-08-25,13464,22,GUAAB464_L01B,0.99,0.35,96.81,,98.15,15.82,2.47,1148.3,0.72,2.67
410,2021-08-25,13464,23,GUAAB464_L01C,1.0,0.03,28.92,,58.28,6.83,2.36,15094.48,1.13,0.34
411,2021-08-25,13464,31,GUAAB464_L03A,1.0,0.15,99.28,99.27,99.3,7.07,2.71,64540.87,1.58,0.54
412,2021-08-25,13464,32,GUAAB464_L03B,1.0,0.0,99.36,100.0,99.51,23.78,3.91,31081.4,0.63,0.07
413,2021-08-25,13464,33,GUAAB464_L03C,1.0,0.09,99.15,99.26,99.21,7.76,3.13,115423.43,0.8,0.21
414,2021-08-25,13465,21,GUAPP465_L01A,1.0,0.0,97.56,,98.21,11.31,4.45,4121.55,0.35,0.09
415,2021-08-25,13465,22,GUAPP465_L01B,1.0,0.05,98.83,,99.05,24.0,4.1,5858.66,0.28,0.25
416,2021-08-25,13465,23,GUAPP465_L01C,1.0,0.03,96.67,,96.99,18.78,3.69,6696.23,0.27,0.23
417,2021-08-25,13465,31,GUAPP465_L03A,1.0,0.07,99.38,,99.41,19.99,5.54,28012.26,0.55,0.17
418,2021-08-25,13465,32,GUAPP465_L03B,1.0,0.02,97.89,,98.07,25.86,4.63,17196.28,0.38,0.21
419,2021-08-25,13465,33,GUAPP465_L03C,1.0,0.03,97.58,,97.61,30.33,5.19,24779.41,0.42,0.2
420,2021-08-25,13467,21,GUABM467_L01A,1.0,0.08,99.29,,99.13,5.18,2.8,15637.4,1.53,0.31
421,2021-08-25,13467,22,GUABM467_L01B,1.0,0.04,95.56,,96.09,2.93,2.34,4012.71,1.09,0.21
422,2021-08-25,13467,23,GUABM467_L01C,0.99,0.72,98.82,,98.82,1.45,2.12,14945.04,2.21,1.39
423,2021-08-25,13467,31,GUABM467_L03A,1.0,0.19,98.9,99.41,98.94,1.38,2.74,88137.9,2.22,0.42
424,2021-08-25,13467,32,GUABM467_L03B,1.0,0.07,99.37,98.51,99.41,1.82,3.46,89540.67,1.1,0.15
425,2021-08-25,13467,33,GUABM467_L03C,1.0,0.08,99.3,99.16,99.33,1.78,3.97,52747.99,1.79,0.26
426,2021-08-25,13470,21,GUANG470_L01A,1.0,0.4,96.62,,97.42,13.72,2.12,1902.76,3.18,1.48
427,2021-08-25,13470,22,GUANG470_L01B,1.0,0.18,90.94,,94.21,18.17,2.55,1642.38,2.06,1.75
428,2021-08-25,13470,23,GUANG470_L01C,1.0,0.37,83.85,,91.44,8.8,1.6,1708.91,1.39,0.81
429,2021-08-25,13470,31,GUANG470_L03A,1.0,0.19,99.24,98.46,99.33,20.17,4.18,33596.47,2.33,0.32
430,2021-08-25,13470,32,GUANG470_L03B,1.0,0.27,98.77,98.25,98.88,13.74,2.59,26031.86,1.75,0.63
431,2021-08-25,13470,33,GUANG470_L03C,1.0,0.07,99.24,100.0,99.68,26.54,4.46,11622.36,0.78,0.17
432,2021-08-25,13471,21,GUASB471_L01A,1.0,0.08,36.23,,51.28,14.48,2.01,16205.48,0.78,0.72
433,2021-08-25,13471,22,GUASB471_L01B,1.0,0.0,79.05,,85.12,22.92,2.47,6783.94,0.85,0.55
434,2021-08-25,13471,23,GUASB471_L01C,1.0,0.87,79.38,,80.63,9.04,5.8,456.82,0.96,2.93
435,2021-08-25,13471,31,GUASB471_L03A,1.0,0.18,99.0,99.19,99.36,14.16,2.16,82865.43,0.53,0.25
436,2021-08-25,13471,32,GUASB471_L03B,1.0,0.03,98.11,100.0,98.75,17.86,3.84,83258.74,0.58,0.1
437,2021-08-25,13471,33,GUASB471_L03C,1.0,0.24,87.87,95.59,89.14,14.24,3.13,4756.78,1.37,1.68
438,2021-08-25,13472,21,GUAAB472_L01A,1.0,0.39,100.0,,99.7,10.84,2.31,344.3,0.37,0.64
439,2021-08-25,13472,22,GUAAB472_L01B,1.0,0.31,97.37,,99.12,7.52,1.74,19270.6,1.12,0.56
440,2021-08-25,13472,23,GUAAB472_L01C,1.0,0.17,99.18,,99.47,11.7,1.94,1344.73,0.83,0.33
